applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline,offered_training,employed_6m,earnings_6m,session_date,session_number,session_type,training_center,hours_attended,program_participant
JB000294,A,0,48,13,1,2519,0,0,0,,,,,,0
JB000295,A,0,51,10,0,0,1,1,2446,2026-03-06,1,Orientation,North Center,4,1
JB000296,A,0,45,18,1,2270,1,0,0,2026-03-10,1,Orientation,North Center,4,1
JB000297,A,1,44,10,1,1481,1,0,0,2026-03-20,1,Orientation,North Center,4,1
JB000298,A,1,38,16,0,0,1,1,2753,,,,,,0
JB000299,A,1,25,18,0,0,0,1,3099,,,,,,0
JB000300,A,1,47,15,1,2601,1,0,0,2026-03-20,1,Orientation,North Center,4,1
JB000301,A,0,28,17,1,1772,0,0,0,,,,,,0
JB000302,A,0,50,11,1,1784,0,0,0,,,,,,0
JB000303,A,0,48,18,1,2607,1,1,3895,2026-03-25,1,Orientation,North Center,4,1
JB000304,A,1,34,9,1,1316,1,0,0,2026-03-05,1,Orientation,North Center,4,1
JB000305,A,1,23,14,1,2133,0,1,1965,,,,,,0
JB000306,A,0,25,14,1,2161,0,0,0,,,,,,0
JB000307,A,0,43,13,0,0,0,0,0,,,,,,0
JB000308,A,0,48,10,0,0,1,1,2567,,,,,,0
JB000309,A,0,53,14,0,0,0,1,2688,,,,,,0
JB000310,A,1,54,14,0,0,0,1,2892,,,,,,0
JB000311,A,0,22,14,0,0,1,1,1847,2026-03-09,1,Orientation,North Center,4,1
JB000312,A,0,21,12,0,0,1,1,1937,2026-03-07,1,Orientation,North Center,4,1
JB000312,A,0,21,12,0,0,1,1,1937,2026-04-19,2,Skills workshop,North Center,6,1
JB000313,A,0,53,9,0,0,1,1,2895,2026-03-19,1,Orientation,North Center,4,1
JB000314,A,1,39,16,0,0,1,0,0,2026-03-26,1,Orientation,North Center,4,1
JB000315,A,1,54,14,1,2384,1,1,3058,2026-03-10,1,Orientation,North Center,4,1
JB000316,A,0,29,18,1,2177,0,1,3066,,,,,,0
JB000317,A,0,39,9,0,0,1,0,0,2026-03-13,1,Orientation,North Center,4,1
JB000317,A,0,39,9,0,0,1,0,0,2026-04-23,2,Skills workshop,North Center,6,1
JB000318,A,1,20,15,0,0,0,1,2212,,,,,,0
JB000319,A,0,48,17,0,0,0,1,3513,,,,,,0
JB000320,A,0,23,11,1,1193,0,0,0,,,,,,0
JB000321,A,0,29,17,1,1824,1,1,2626,2026-03-16,1,Orientation,North Center,4,1
JB000322,A,0,24,12,1,1765,0,0,0,,,,,,0
JB000323,A,0,21,16,1,1781,0,0,0,,,,,,0
JB000324,A,0,45,10,1,1693,1,1,1986,2026-03-15,1,Orientation,North Center,4,1
JB000325,A,1,20,18,0,0,0,0,0,,,,,,0
JB000326,A,0,43,15,0,0,1,0,0,2026-03-12,1,Orientation,North Center,4,1
JB000327,A,0,28,17,1,2409,1,1,2486,2026-03-20,1,Orientation,North Center,4,1
JB000328,A,0,46,12,0,0,1,1,2772,2026-03-14,1,Orientation,North Center,4,1
JB000328,A,0,46,12,0,0,1,1,2772,2026-04-14,2,Skills workshop,North Center,6,1
JB000329,A,1,42,15,0,0,1,0,0,2026-03-06,1,Orientation,North Center,4,1
JB000329,A,1,42,15,0,0,1,0,0,2026-04-20,2,Skills workshop,North Center,6,1
JB000330,A,0,37,14,0,0,1,1,2721,,,,,,0
JB000331,A,0,50,18,1,2327,1,1,3647,2026-03-18,1,Orientation,North Center,4,1
JB000332,A,1,38,15,1,2292,0,0,0,,,,,,0
JB000333,A,0,41,9,0,0,0,1,1554,,,,,,0
JB000334,A,1,35,13,1,1961,0,0,0,,,,,,0
JB000335,A,1,53,18,1,2561,1,1,3054,2026-03-04,1,Orientation,North Center,4,1
JB000335,A,1,53,18,1,2561,1,1,3054,2026-04-10,2,Skills workshop,North Center,6,1
JB000335,A,1,53,18,1,2561,1,1,3054,2026-05-09,3,Job placement,North Center,6,1
JB000336,A,1,50,14,0,0,0,1,3088,,,,,,0
JB000337,A,0,30,16,0,0,0,1,3193,,,,,,0
JB000338,A,0,25,13,0,0,0,1,2113,,,,,,0
JB000339,A,1,34,14,1,1600,0,1,2835,,,,,,0
JB000340,A,0,53,12,1,2308,0,0,0,,,,,,0
JB000341,A,1,52,11,1,2304,0,1,2089,,,,,,0
JB000342,A,0,41,12,1,1430,0,1,1750,,,,,,0
JB000343,A,1,46,9,0,0,0,0,0,,,,,,0
JB000344,A,0,35,12,1,1470,1,0,0,2026-03-24,1,Orientation,North Center,4,1
JB000344,A,0,35,12,1,1470,1,0,0,2026-04-07,2,Skills workshop,North Center,6,1
JB000345,A,1,35,16,0,0,0,1,3199,,,,,,0
JB000346,A,1,40,10,0,0,0,1,2050,,,,,,0
JB000347,A,0,33,15,1,1774,0,1,2989,,,,,,0
JB000348,A,0,40,14,0,0,1,1,2212,2026-03-17,1,Orientation,North Center,4,1
JB000349,A,1,22,15,0,0,0,1,1985,,,,,,0
JB000350,A,0,42,10,1,1363,1,1,2042,2026-03-18,1,Orientation,North Center,4,1
JB000351,A,1,44,10,0,0,0,1,2099,,,,,,0
JB000352,A,0,26,17,1,2416,0,0,0,,,,,,0
JB000353,A,0,49,17,1,2111,1,1,3467,2026-03-18,1,Orientation,North Center,4,1
JB000354,A,1,37,12,0,0,1,0,0,2026-03-15,1,Orientation,North Center,4,1
JB000355,A,0,21,18,0,0,0,1,2240,,,,,,0
JB000356,A,0,26,9,0,0,0,1,1589,,,,,,0
JB000357,A,1,54,17,1,2816,0,0,0,,,,,,0
JB000358,A,1,47,14,1,1987,0,1,2542,,,,,,0
JB000359,A,0,30,14,1,1859,1,1,3066,2026-03-17,1,Orientation,North Center,4,1
JB000360,A,1,22,9,0,0,1,1,1393,2026-03-14,1,Orientation,North Center,4,1
JB000360,A,1,22,9,0,0,1,1,1393,2026-04-13,2,Skills workshop,North Center,6,1
JB000361,A,1,20,13,0,0,0,1,1828,,,,,,0
JB000362,A,1,30,12,0,0,1,1,2853,2026-03-14,1,Orientation,North Center,4,1
JB000362,A,1,30,12,0,0,1,1,2853,2026-04-23,2,Skills workshop,North Center,6,1
JB000362,A,1,30,12,0,0,1,1,2853,2026-05-25,3,Job placement,North Center,6,1
JB000363,A,0,25,14,1,1644,1,0,0,2026-03-11,1,Orientation,North Center,4,1
JB000364,A,0,31,16,0,0,1,1,3017,2026-03-11,1,Orientation,North Center,4,1
JB000365,A,1,22,11,0,0,0,1,2388,,,,,,0
JB000366,A,0,42,17,1,2007,0,0,0,,,,,,0
JB000367,A,0,21,13,0,0,0,1,1463,,,,,,0
JB000368,A,1,34,9,1,1767,1,1,2515,2026-03-18,1,Orientation,North Center,4,1
JB000369,A,1,49,10,1,1954,1,1,2751,2026-03-04,1,Orientation,North Center,4,1
JB000370,A,0,19,18,1,1893,0,0,0,,,,,,0
JB000371,A,1,22,15,1,1778,1,0,0,2026-03-13,1,Orientation,North Center,4,1
JB000372,A,0,28,10,1,1833,0,0,0,,,,,,0
JB000373,A,1,49,11,0,0,1,1,2746,2026-03-23,1,Orientation,North Center,4,1
JB000374,A,1,19,18,1,2043,0,0,0,,,,,,0
JB000375,A,0,53,11,1,1596,1,1,2997,2026-03-25,1,Orientation,North Center,4,1
JB000375,A,0,53,11,1,1596,1,1,2997,2026-04-21,2,Skills workshop,North Center,6,1
JB000375,A,0,53,11,1,1596,1,1,2997,2026-05-11,3,Job placement,North Center,6,1
JB000376,A,0,54,15,0,0,0,1,2903,,,,,,0
JB000377,A,0,54,11,0,0,0,0,0,,,,,,0
JB000378,A,1,20,10,1,1288,1,0,0,2026-03-03,1,Orientation,North Center,4,1
JB000378,A,1,20,10,1,1288,1,0,0,2026-04-22,2,Skills workshop,North Center,6,1
JB000379,A,0,34,12,0,0,0,1,1630,,,,,,0
JB000380,A,0,20,11,0,0,0,1,2032,,,,,,0
JB000381,A,1,21,13,0,0,0,1,1616,,,,,,0
JB000382,A,1,52,10,1,2189,0,0,0,,,,,,0
JB000383,A,0,33,15,1,2512,0,1,2011,,,,,,0
JB000384,A,1,28,18,1,2595,1,0,0,2026-03-18,1,Orientation,North Center,4,1
JB000385,A,0,38,17,1,2289,1,1,2653,2026-03-05,1,Orientation,North Center,4,1
JB000386,A,0,25,10,1,1071,0,1,1971,,,,,,0
JB000387,A,0,43,13,1,2026,0,1,2543,,,,,,0
JB000388,A,1,38,14,1,2109,1,0,0,2026-03-07,1,Orientation,North Center,4,1
JB000389,A,0,47,14,1,2228,1,1,3264,2026-03-06,1,Orientation,North Center,4,1
JB000390,A,0,54,14,1,2734,1,0,0,,,,,,0
JB000391,A,0,35,11,0,0,0,0,0,,,,,,0
JB000392,A,1,25,15,1,1588,0,0,0,,,,,,0
JB000393,A,1,28,18,1,2799,1,1,3628,2026-03-16,1,Orientation,North Center,4,1
JB000394,A,0,45,12,0,0,0,0,0,,,,,,0
JB000395,A,0,32,10,0,0,1,0,0,2026-03-10,1,Orientation,North Center,4,1
JB000396,A,1,19,14,1,1998,1,1,2608,2026-03-03,1,Orientation,North Center,4,1
JB000397,A,1,41,17,0,0,0,0,0,,,,,,0
JB000398,A,0,42,14,0,0,1,1,3245,2026-03-11,1,Orientation,North Center,4,1
JB000399,A,0,19,9,1,1635,1,1,1450,2026-03-14,1,Orientation,North Center,4,1
JB000399,A,0,19,9,1,1635,1,1,1450,2026-04-10,2,Skills workshop,North Center,6,1
JB000400,A,0,30,10,0,0,1,0,0,2026-03-24,1,Orientation,North Center,4,1
JB000401,A,0,24,17,0,0,1,1,3203,2026-03-19,1,Orientation,North Center,4,1
JB000401,A,0,24,17,0,0,1,1,3203,2026-04-05,2,Skills workshop,North Center,6,1
JB000401,A,0,24,17,0,0,1,1,3203,2026-05-26,3,Job placement,North Center,6,1
JB000402,A,0,31,17,0,0,0,0,0,,,,,,0
JB000403,A,0,41,16,0,0,0,1,2554,,,,,,0
JB000404,A,0,29,16,1,2459,0,0,0,,,,,,0
JB000405,A,1,33,11,0,0,0,0,0,,,,,,0
JB000406,A,0,30,15,1,2495,0,1,2370,,,,,,0
JB000407,A,1,51,12,0,0,0,0,0,,,,,,0
JB000408,A,0,55,10,0,0,0,1,2545,,,,,,0
JB000409,A,1,49,11,1,2074,0,0,0,,,,,,0
JB000410,A,1,49,14,0,0,0,1,2711,,,,,,0
JB000411,A,0,50,9,1,1274,0,0,0,,,,,,0
JB000412,A,1,50,10,1,1391,1,0,0,,,,,,0
JB000413,A,0,24,16,0,0,0,0,0,,,,,,0
JB000414,A,0,35,15,1,2235,1,0,0,2026-03-16,1,Orientation,North Center,4,1
JB000415,A,1,38,14,0,0,0,1,2142,,,,,,0
JB000416,A,0,49,14,0,0,1,0,0,2026-03-20,1,Orientation,North Center,4,1
JB000417,A,1,35,10,0,0,1,1,2356,2026-03-22,1,Orientation,North Center,4,1
JB000418,A,0,42,11,0,0,1,0,0,2026-03-07,1,Orientation,North Center,4,1
JB000419,A,1,40,13,0,0,0,1,2632,,,,,,0
JB000420,A,1,30,14,0,0,0,1,2098,,,,,,0
JB000421,A,1,22,15,0,0,1,1,2254,2026-03-06,1,Orientation,North Center,4,1
JB000422,A,0,42,12,0,0,0,0,0,,,,,,0
JB000423,A,0,25,18,1,1840,0,1,2676,,,,,,0
JB000424,A,0,34,11,0,0,0,1,1992,,,,,,0
JB000425,A,1,50,18,0,0,1,1,3801,,,,,,0
JB000426,A,1,43,13,1,2129,0,1,2442,,,,,,0
JB000427,A,0,35,18,0,0,0,1,2548,,,,,,0
JB000428,A,1,28,11,1,1447,0,1,2368,,,,,,0
JB000429,A,0,31,12,0,0,0,1,1771,,,,,,0
JB000430,A,1,39,15,0,0,0,1,2582,,,,,,0
JB000431,A,1,30,11,0,0,1,1,1992,2026-03-25,1,Orientation,North Center,4,1
JB000432,A,0,44,13,0,0,0,1,2214,,,,,,0
JB000433,A,1,30,9,0,0,0,1,1450,,,,,,0
JB000434,A,0,51,11,0,0,0,0,0,,,,,,0
JB000435,A,1,22,12,0,0,0,0,0,,,,,,0
JB000436,A,0,46,13,0,0,1,1,2808,2026-03-05,1,Orientation,North Center,4,1
JB000437,A,0,31,10,1,1808,0,1,1362,,,,,,0
JB000438,A,0,52,15,1,2292,0,0,0,,,,,,0
JB000439,A,1,55,13,0,0,1,0,0,2026-03-12,1,Orientation,North Center,4,1
JB000440,A,1,55,15,0,0,0,1,3365,,,,,,0
JB000441,A,1,32,17,0,0,0,0,0,,,,,,0
JB000442,A,1,19,13,0,0,1,0,0,,,,,,0
JB000443,A,0,36,14,0,0,0,0,0,,,,,,0
JB000444,A,1,23,15,0,0,1,0,0,,,,,,0
JB000445,A,0,47,9,1,1922,0,1,2581,,,,,,0
JB000446,A,1,38,12,1,2043,0,1,2452,,,,,,0
JB000447,A,1,37,12,0,0,1,0,0,2026-03-13,1,Orientation,North Center,4,1
JB000448,A,0,20,13,0,0,1,1,2531,2026-03-23,1,Orientation,North Center,4,1
JB000448,A,0,20,13,0,0,1,1,2531,2026-04-06,2,Skills workshop,North Center,6,1
JB000449,A,0,19,17,1,2523,0,1,3075,,,,,,0
JB000450,A,1,42,9,0,0,1,0,0,,,,,,0
JB000451,A,1,22,17,0,0,0,1,2912,,,,,,0
JB000452,A,0,34,15,0,0,0,1,2810,,,,,,0
JB000453,A,0,50,12,1,2418,1,1,3175,2026-03-14,1,Orientation,North Center,4,1
JB000454,A,0,34,11,0,0,1,1,1914,2026-03-10,1,Orientation,North Center,4,1
JB000455,A,1,20,9,1,1289,1,1,1343,,,,,,0
JB000456,A,0,47,14,1,2465,1,1,2974,2026-03-23,1,Orientation,North Center,4,1
JB000457,A,0,48,11,0,0,1,1,2948,2026-03-18,1,Orientation,North Center,4,1
JB000458,A,1,47,12,0,0,1,1,2960,2026-03-07,1,Orientation,North Center,4,1
JB000459,A,1,47,10,1,1643,0,1,2018,,,,,,0
JB000460,A,0,52,10,1,2192,1,1,2562,2026-03-03,1,Orientation,North Center,4,1
JB000461,A,0,47,12,1,1931,1,0,0,2026-03-26,1,Orientation,North Center,4,1
JB000462,A,0,21,17,0,0,1,1,2993,,,,,,0
JB000463,A,1,22,12,1,1925,0,1,2303,,,,,,0
JB000464,A,0,37,13,1,1858,1,1,2841,2026-03-05,1,Orientation,North Center,4,1
JB000465,A,1,24,17,1,1849,1,1,3360,2026-03-09,1,Orientation,North Center,4,1
JB000465,A,1,24,17,1,1849,1,1,3360,2026-04-19,2,Skills workshop,North Center,6,1
JB000466,A,0,43,11,1,2011,0,1,2722,,,,,,0
JB000467,A,0,55,13,1,2650,0,0,0,,,,,,0
JB000468,A,0,29,13,0,0,0,1,2485,,,,,,0
JB000469,A,0,52,15,0,0,1,1,3514,2026-03-13,1,Orientation,North Center,4,1
JB000470,A,1,55,16,1,2478,1,1,3299,2026-03-08,1,Orientation,North Center,4,1
JB000471,A,1,22,10,0,0,1,0,0,2026-03-11,1,Orientation,North Center,4,1
JB000472,A,0,27,18,1,2240,0,1,3312,,,,,,0
JB000473,A,1,33,18,1,2214,1,1,3224,2026-03-15,1,Orientation,North Center,4,1
JB000473,A,1,33,18,1,2214,1,1,3224,2026-04-10,2,Skills workshop,North Center,6,1
JB000474,A,0,49,13,0,0,1,1,2942,2026-03-06,1,Orientation,North Center,4,1
JB000475,A,0,20,12,1,1877,0,1,2507,,,,,,0
JB000476,A,0,22,14,1,1563,0,1,2517,,,,,,0
JB000477,A,1,23,16,0,0,0,0,0,,,,,,0
JB000478,A,1,25,14,0,0,1,0,0,2026-03-12,1,Orientation,North Center,4,1
JB000479,A,0,54,17,1,2846,0,1,3672,,,,,,0
JB000480,A,0,28,18,0,0,1,1,3390,2026-03-03,1,Orientation,North Center,4,1
JB000481,A,1,48,16,1,2612,0,1,3350,,,,,,0
JB000482,A,1,35,18,0,0,1,1,3597,2026-03-15,1,Orientation,North Center,4,1
JB000482,A,1,35,18,0,0,1,1,3597,2026-04-06,2,Skills workshop,North Center,6,1
JB000483,A,1,30,14,0,0,1,1,1992,2026-03-16,1,Orientation,North Center,4,1
JB000484,A,0,22,16,0,0,0,0,0,,,,,,0
JB000485,A,0,23,18,1,2314,1,1,3375,2026-03-03,1,Orientation,North Center,4,1
JB000486,A,1,49,16,1,2382,1,1,2760,2026-03-09,1,Orientation,North Center,4,1
JB000487,A,0,21,9,0,0,0,0,0,,,,,,0
JB000488,A,1,55,14,0,0,1,1,2841,2026-03-14,1,Orientation,North Center,4,1
JB000489,A,0,48,18,1,2258,1,0,0,2026-03-26,1,Orientation,North Center,4,1
JB000490,A,1,49,18,1,2311,1,1,3974,2026-03-17,1,Orientation,North Center,4,1
JB000490,A,1,49,18,1,2311,1,1,3974,2026-04-05,2,Skills workshop,North Center,6,1
JB000491,A,0,41,12,0,0,0,1,2247,,,,,,0
JB000492,A,0,38,14,1,1948,1,1,3269,2026-03-18,1,Orientation,North Center,4,1
JB000493,A,1,41,13,0,0,0,1,3028,,,,,,0
JB000494,A,1,55,15,0,0,0,0,0,,,,,,0
JB000495,A,0,39,15,0,0,0,0,0,,,,,,0
JB000496,A,1,51,15,1,2048,0,1,2784,,,,,,0
JB000497,A,0,20,12,1,1486,0,0,0,,,,,,0
JB000498,A,1,26,16,0,0,1,1,3243,2026-03-22,1,Orientation,North Center,4,1
JB000499,A,0,42,17,1,2579,0,0,0,,,,,,0
JB000500,A,0,20,10,0,0,1,1,1467,2026-03-22,1,Orientation,North Center,4,1
JB000501,A,1,33,9,1,1573,1,1,1867,2026-03-05,1,Orientation,North Center,4,1
JB000502,A,1,26,17,1,2479,0,1,2422,,,,,,0
JB000503,A,0,32,13,1,2180,0,0,0,,,,,,0
JB000504,A,0,46,17,0,0,0,0,0,,,,,,0
JB000505,A,0,53,11,0,0,1,1,2458,,,,,,0
JB000506,A,0,29,10,0,0,1,0,0,2026-03-08,1,Orientation,North Center,4,1
JB000507,A,0,22,18,1,2571,0,1,2999,,,,,,0
JB000508,A,0,33,14,1,2137,1,1,2708,2026-03-06,1,Orientation,North Center,4,1
JB000509,A,0,26,11,0,0,1,0,0,2026-03-12,1,Orientation,North Center,4,1
JB000509,A,0,26,11,0,0,1,0,0,2026-04-14,2,Skills workshop,North Center,6,1
JB000510,A,0,47,10,1,1327,1,0,0,2026-03-04,1,Orientation,North Center,4,1
JB000510,A,0,47,10,1,1327,1,0,0,2026-04-07,2,Skills workshop,North Center,6,1
JB000511,A,1,39,16,1,2281,0,1,3352,,,,,,0
JB000512,A,0,35,15,1,1710,0,1,2559,,,,,,0
JB000513,A,1,44,11,0,0,0,0,0,,,,,,0
JB000514,A,0,45,13,0,0,0,1,2647,,,,,,0
JB000515,A,1,23,16,1,1965,1,1,2186,2026-03-23,1,Orientation,North Center,4,1
JB000516,A,1,47,9,1,1993,1,1,1727,2026-03-24,1,Orientation,North Center,4,1
JB000516,A,1,47,9,1,1993,1,1,1727,2026-04-12,2,Skills workshop,North Center,6,1
JB000517,A,1,26,10,0,0,1,0,0,2026-03-18,1,Orientation,North Center,4,1
JB000518,A,1,26,17,0,0,0,0,0,,,,,,0
JB000519,A,1,34,10,0,0,1,0,0,2026-03-25,1,Orientation,North Center,4,1
JB000520,A,0,33,17,0,0,0,0,0,,,,,,0
JB000521,A,1,50,17,0,0,1,1,3594,2026-03-08,1,Orientation,North Center,4,1
JB000521,A,1,50,17,0,0,1,1,3594,2026-04-06,2,Skills workshop,North Center,6,1
JB000522,A,0,24,10,1,1099,1,1,1342,2026-03-20,1,Orientation,North Center,4,1
JB000523,A,1,49,15,1,2663,0,1,3446,,,,,,0
JB000524,A,0,27,11,0,0,0,1,2117,,,,,,0
JB000525,A,1,38,15,1,2036,1,1,3030,2026-03-09,1,Orientation,North Center,4,1
JB000526,A,1,44,11,0,0,0,0,0,,,,,,0
JB000527,A,1,46,18,1,2156,0,0,0,,,,,,0
JB000528,A,0,37,9,0,0,0,1,1493,,,,,,0
JB000529,A,1,22,14,0,0,0,1,2005,2026-03-12,1,Orientation,North Center,4,1
JB000530,A,0,37,14,1,1715,1,1,2208,2026-03-05,1,Orientation,North Center,4,1
JB000531,A,1,48,14,1,2593,0,0,0,,,,,,0
JB000532,A,1,33,9,1,1365,1,0,0,2026-03-10,1,Orientation,North Center,4,1
JB000532,A,1,33,9,1,1365,1,0,0,2026-04-04,2,Skills workshop,North Center,6,1
JB000533,A,0,31,13,0,0,1,1,2972,2026-03-12,1,Orientation,North Center,4,1
JB000534,A,1,45,9,0,0,0,0,0,,,,,,0
JB000535,A,1,28,9,0,0,1,1,1714,2026-03-13,1,Orientation,North Center,4,1
JB000536,A,0,19,12,0,0,1,1,1798,2026-03-22,1,Orientation,North Center,4,1
JB000537,A,0,24,12,0,0,0,1,2049,,,,,,0
JB000538,A,1,27,17,0,0,0,1,2956,,,,,,0
JB000539,A,1,22,14,1,1855,0,1,2626,,,,,,0
JB000540,A,1,19,17,0,0,1,1,3248,2026-03-17,1,Orientation,North Center,4,1
JB000540,A,1,19,17,0,0,1,1,3248,2026-04-10,2,Skills workshop,North Center,6,1
JB000541,A,1,21,13,1,1287,1,0,0,2026-03-26,1,Orientation,North Center,4,1
JB000542,A,0,30,17,1,2387,1,1,2396,,,,,,0
JB000543,A,0,30,9,0,0,1,1,2079,2026-03-25,1,Orientation,North Center,4,1
JB000543,A,0,30,9,0,0,1,1,2079,2026-04-26,2,Skills workshop,North Center,6,1
JB000543,A,0,30,9,0,0,1,1,2079,2026-05-12,3,Job placement,North Center,6,1
JB000544,A,0,51,12,0,0,1,0,0,2026-03-03,1,Orientation,North Center,4,1
JB000545,A,1,34,12,0,0,1,0,0,2026-03-18,1,Orientation,North Center,4,1
JB000546,A,0,47,10,1,2115,0,0,0,,,,,,0
JB000547,A,1,34,12,0,0,1,1,2641,2026-03-13,1,Orientation,North Center,4,1
JB000548,A,1,46,18,0,0,1,1,3744,2026-03-13,1,Orientation,North Center,4,1
JB000548,A,1,46,18,0,0,1,1,3744,2026-04-19,2,Skills workshop,North Center,6,1
JB000549,A,0,44,17,1,2209,0,0,0,,,,,,0
JB000550,A,0,25,16,0,0,1,1,2204,2026-03-07,1,Orientation,North Center,4,1
JB000551,A,0,35,15,0,0,0,1,2591,,,,,,0
JB000552,A,0,36,9,1,1604,1,1,2181,2026-03-18,1,Orientation,North Center,4,1
JB000553,A,0,47,12,1,1504,0,0,0,,,,,,0
JB000554,A,1,55,13,1,1810,1,1,2456,2026-03-18,1,Orientation,North Center,4,1
JB000555,A,1,19,9,0,0,0,1,1242,,,,,,0
JB000556,A,0,24,15,0,0,1,1,3008,2026-03-05,1,Orientation,North Center,4,1
JB000557,A,0,21,14,0,0,0,0,0,,,,,,0
JB000558,A,1,53,16,1,2971,0,0,0,,,,,,0
JB000559,A,1,25,10,1,1122,1,1,1762,2026-03-03,1,Orientation,North Center,4,1
JB000559,A,1,25,10,1,1122,1,1,1762,2026-04-04,2,Skills workshop,North Center,6,1
JB000559,A,1,25,10,1,1122,1,1,1762,2026-05-25,3,Job placement,North Center,6,1
JB000560,A,1,27,16,0,0,0,1,2275,,,,,,0
JB000561,A,0,47,18,0,0,0,1,3278,,,,,,0
JB000562,A,1,54,16,0,0,1,0,0,2026-03-18,1,Orientation,North Center,4,1
JB000562,A,1,54,16,0,0,1,0,0,2026-04-15,2,Skills workshop,North Center,6,1
JB000562,A,1,54,16,0,0,1,0,0,2026-05-06,3,Job placement,North Center,6,1
JB000563,A,1,27,17,1,2073,0,1,2634,,,,,,0
JB000564,A,0,29,10,0,0,0,0,0,,,,,,0
JB000565,A,1,55,10,1,1353,1,1,2367,,,,,,0
JB000566,A,1,44,12,1,2270,1,1,2679,2026-03-25,1,Orientation,North Center,4,1
JB000567,A,1,35,9,0,0,1,1,2322,2026-03-15,1,Orientation,North Center,4,1
JB000568,A,1,44,17,1,2321,0,1,3306,,,,,,0
JB000569,A,0,55,13,0,0,0,1,2410,,,,,,0
JB000570,A,0,24,13,0,0,0,1,2293,,,,,,0
JB000571,A,1,45,9,1,1629,0,1,1943,,,,,,0
JB000572,A,1,44,17,0,0,1,1,2800,2026-03-19,1,Orientation,North Center,4,1
JB000573,A,0,33,14,1,1884,1,1,2980,,,,,,0
JB000574,A,0,42,11,0,0,1,1,2940,2026-03-06,1,Orientation,North Center,4,1
JB000575,A,0,24,9,0,0,1,0,0,2026-03-20,1,Orientation,North Center,4,1
JB000576,A,1,42,15,0,0,0,0,0,,,,,,0
JB000577,A,1,43,13,0,0,0,1,2867,,,,,,0
JB000578,A,0,35,14,0,0,1,1,2471,2026-03-19,1,Orientation,North Center,4,1
JB000579,A,1,34,17,0,0,0,0,0,,,,,,0
JB000580,A,1,39,12,0,0,0,0,0,,,,,,0
JB000581,A,1,29,17,0,0,0,1,2601,,,,,,0
JB000582,A,1,42,17,0,0,0,1,2756,,,,,,0
JB000583,A,0,21,10,0,0,1,1,1416,2026-03-21,1,Orientation,North Center,4,1
JB000584,A,0,33,10,1,1021,1,1,1586,2026-03-07,1,Orientation,North Center,4,1
JB000584,A,0,33,10,1,1021,1,1,1586,2026-04-08,2,Skills workshop,North Center,6,1
JB000584,A,0,33,10,1,1021,1,1,1586,2026-05-09,3,Job placement,North Center,6,1
JB000585,A,0,26,13,1,2199,0,1,1917,,,,,,0
JB000586,A,1,37,10,0,0,1,1,2138,2026-03-13,1,Orientation,North Center,4,1
JB000587,A,1,43,16,1,2730,1,0,0,,,,,,0
JB000588,A,0,49,11,0,0,1,1,2943,2026-03-12,1,Orientation,North Center,4,1
JB000589,A,0,47,14,1,2555,0,0,0,,,,,,0
JB000590,A,1,25,11,0,0,0,0,0,2026-03-23,1,Orientation,North Center,4,1
JB000591,A,0,46,11,0,0,1,1,1963,2026-03-11,1,Orientation,North Center,4,1
JB000592,A,0,41,13,1,1733,0,1,2960,,,,,,0
JB000593,A,1,38,17,0,0,0,0,0,,,,,,0
JB000594,A,0,51,18,1,2900,1,0,0,,,,,,0
JB000595,A,0,41,9,0,0,1,1,1852,2026-03-06,1,Orientation,North Center,4,1
JB000596,A,1,29,18,1,2557,1,0,0,2026-03-22,1,Orientation,North Center,4,1
JB000596,A,1,29,18,1,2557,1,0,0,2026-04-24,2,Skills workshop,North Center,6,1
JB000597,A,0,38,16,0,0,1,0,0,,,,,,0
JB000598,A,1,38,9,1,1044,1,1,2129,2026-03-03,1,Orientation,North Center,4,1
JB000598,A,1,38,9,1,1044,1,1,2129,2026-04-03,2,Skills workshop,North Center,6,1
JB000599,A,1,55,17,0,0,0,1,3351,,,,,,0
JB000600,A,1,40,13,0,0,0,0,0,,,,,,0
JB000601,B,0,44,11,1,2343,1,0,0,2026-03-17,1,Orientation,East Center,4,1
JB000602,B,0,42,9,0,0,0,0,0,,,,,,0
JB000603,B,0,42,11,1,1493,0,1,2755,,,,,,0
JB000604,B,1,42,17,1,2527,1,1,2815,2026-03-13,1,Orientation,East Center,4,1
JB000605,B,0,19,9,1,1463,1,0,0,2026-03-06,1,Orientation,East Center,4,1
JB000606,B,0,43,16,1,2002,0,0,0,,,,,,0
JB000607,B,0,19,13,0,0,0,1,1944,,,,,,0
JB000608,B,0,54,18,1,2750,1,1,3153,2026-03-26,1,Orientation,East Center,4,1
JB000608,B,0,54,18,1,2750,1,1,3153,2026-04-16,2,Skills workshop,East Center,6,1
JB000609,B,1,33,15,0,0,1,1,3363,2026-03-20,1,Orientation,East Center,4,1
JB000609,B,1,33,15,0,0,1,1,3363,2026-04-21,2,Skills workshop,East Center,6,1
JB000610,B,0,28,18,0,0,0,1,2789,,,,,,0
JB000611,B,0,41,13,0,0,1,1,3289,2026-03-09,1,Orientation,East Center,4,1
JB000612,B,0,23,17,0,0,1,1,2776,2026-03-05,1,Orientation,East Center,4,1
JB000612,B,0,23,17,0,0,1,1,2776,2026-04-07,2,Skills workshop,East Center,6,1
